,Year,ICD-10 113 Cause List,ICD-10 113 Cause List Code,County,County Code,Race,Race Code,Gender,Gender Code,Deaths,Population,Crude Rate
353,2006,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,Black or African American,2054-5,Female,F,25.0,523263.0,4.8
354,2006,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,Black or African American,2054-5,Male,M,12.0,462314.0,Unreliable
355,2006,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,White,2106-3,Female,F,49.0,3596452.0,1.4
356,2006,Asthma (J45-J46),GR113-085,Los Angeles,6037.0,White,2106-3,Male,M,24.0,3599903.0,0.7
357,2006,Asthma (J45-J46),GR113-085,Orange,6059.0,White,2106-3,Female,F,14.0,1160873.0,Unreliable
358,2006,Asthma (J45-J46),GR113-085,San Bernardino,6071.0,White,2106-3,Female,F,17.0,793322.0,Unreliable
359,2006,Asthma (J45-J46),GR113-085,San Bernardino,6071.0,White,2106-3,Male,M,10.0,798894.0,Unreliable
360,2006,Asthma (J45-J46),GR113-085,San Diego,6073.0,White,2106-3,Female,F,14.0,1174569.0,Unreliable
361,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,17.0,189589.0,Unreliable
362,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Black or African American,2054-5,Female,F,19.0,112599.0,Unreliable
363,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,Black or African American,2054-5,Male,M,26.0,98714.0,26.3
364,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,White,2106-3,Female,F,153.0,410372.0,37.3
365,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Alameda,6001.0,White,2106-3,Male,M,106.0,411279.0,25.8
371,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Male,M,10.0,72524.0,Unreliable
372,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,White,2106-3,Female,F,169.0,370516.0,45.6
373,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Contra Costa,6013.0,White,2106-3,Male,M,121.0,361925.0,33.4
376,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Fresno,6019.0,White,2106-3,Female,F,137.0,355993.0,38.5
377,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Fresno,6019.0,White,2106-3,Male,M,104.0,356912.0,29.1
378,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Humboldt,6023.0,White,2106-3,Female,F,33.0,58862.0,56.1
379,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Humboldt,6023.0,White,2106-3,Male,M,27.0,58316.0,46.3
380,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Imperial,6025.0,White,2106-3,Female,F,13.0,71140.0,Unreliable
381,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Imperial,6025.0,White,2106-3,Male,M,26.0,74137.0,35.1
382,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Kern,6029.0,White,2106-3,Female,F,171.0,326194.0,52.4
383,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Kern,6029.0,White,2106-3,Male,M,140.0,346831.0,40.4
388,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,69.0,745149.0,9.3
389,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,134.0,669290.0,20
390,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Black or African American,2054-5,Female,F,146.0,523263.0,27.9
391,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,Black or African American,2054-5,Male,M,147.0,462314.0,31.8
392,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,White,2106-3,Female,F,1022.0,3596452.0,28.4
393,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Los Angeles,6037.0,White,2106-3,Male,M,868.0,3599903.0,24.1
408,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,18.0,271729.0,Unreliable
409,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,25.0,251976.0,9.9
410,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,White,2106-3,Female,F,409.0,1160873.0,35.2
411,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Orange,6059.0,White,2106-3,Male,M,264.0,1150444.0,22.9
414,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,Black or African American,2054-5,Female,F,10.0,72553.0,Unreliable
415,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,Black or African American,2054-5,Male,M,16.0,73437.0,Unreliable
416,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,White,2106-3,Female,F,391.0,847672.0,46.1
417,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Riverside,6065.0,White,2106-3,Male,M,387.0,850224.0,45.5
418,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,15.0,105618.0,Unreliable
419,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Black or African American,2054-5,Female,F,13.0,83794.0,Unreliable
420,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,Black or African American,2054-5,Male,M,10.0,80061.0,Unreliable
421,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,White,2106-3,Female,F,243.0,489538.0,49.6
422,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Sacramento,6067.0,White,2106-3,Male,M,230.0,473849.0,48.5
423,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Asian or Pacific Islander,A-PI,Male,M,10.0,66574.0,Unreliable
424,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Black or African American,2054-5,Female,F,13.0,104057.0,Unreliable
425,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,Black or African American,2054-5,Male,M,17.0,99402.0,Unreliable
426,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,White,2106-3,Female,F,368.0,793322.0,46.4
427,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Bernardino,6071.0,White,2106-3,Male,M,327.0,798894.0,40.9
428,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Asian or Pacific Islander,A-PI,Female,F,14.0,185921.0,Unreliable
429,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Asian or Pacific Islander,A-PI,Male,M,32.0,166893.0,19.2
430,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Black or African American,2054-5,Female,F,10.0,87594.0,Unreliable
431,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,Black or African American,2054-5,Male,M,11.0,96095.0,Unreliable
432,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,White,2106-3,Female,F,487.0,1174569.0,41.5
433,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Diego,6073.0,White,2106-3,Male,M,374.0,1195313.0,31.3
434,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Female,F,21.0,143899.0,14.6
435,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Asian or Pacific Islander,A-PI,Male,M,37.0,127008.0,29.1
436,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,Black or African American,2054-5,Male,M,15.0,28980.0,Unreliable
437,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,White,2106-3,Female,F,51.0,204034.0,25
438,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,San Francisco,6075.0,White,2106-3,Male,M,73.0,229277.0,31.8
446,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Barbara,6083.0,White,2106-3,Female,F,53.0,181527.0,29.2
447,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Barbara,6083.0,White,2106-3,Male,M,49.0,182809.0,26.8
448,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Female,F,14.0,277311.0,Unreliable
449,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,28.0,269919.0,10.4
450,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,White,2106-3,Female,F,179.0,525001.0,34.1
451,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Clara,6085.0,White,2106-3,Male,M,118.0,541122.0,21.8
452,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Cruz,6087.0,White,2106-3,Female,F,46.0,115162.0,39.9
453,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Santa Cruz,6087.0,White,2106-3,Male,M,30.0,114741.0,26.1
458,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Solano,6095.0,White,2106-3,Female,F,73.0,129413.0,56.4
459,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Solano,6095.0,White,2106-3,Male,M,52.0,133551.0,38.9
472,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Ventura,6111.0,White,2106-3,Female,F,133.0,352535.0,37.7
473,2006,"Other chronic lower respiratory diseases (J44,J47)",GR113-086,Ventura,6111.0,White,2106-3,Male,M,97.0,351571.0,27.6
478,2006,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,White,2106-3,Female,F,30.0,410372.0,7.3
479,2006,Pneumonitis due to solids and liquids (J69),GR113-088,Alameda,6001.0,White,2106-3,Male,M,27.0,411279.0,6.6
482,2006,Pneumonitis due to solids and liquids (J69),GR113-088,Contra Costa,6013.0,White,2106-3,Female,F,31.0,370516.0,8.4
483,2006,Pneumonitis due to solids and liquids (J69),GR113-088,Contra Costa,6013.0,White,2106-3,Male,M,31.0,361925.0,8.6
484,2006,Pneumonitis due to solids and liquids (J69),GR113-088,Fresno,6019.0,White,2106-3,Female,F,21.0,355993.0,5.9
485,2006,Pneumonitis due to solids and liquids (J69),GR113-088,Fresno,6019.0,White,2106-3,Male,M,25.0,356912.0,7
486,2006,Pneumonitis due to solids and liquids (J69),GR113-088,Kern,6029.0,White,2106-3,Female,F,10.0,326194.0,Unreliable
491,2006,Pneumonitis due to solids and liquids (J69),GR113-088,Sacramento,6067.0,White,2106-3,Female,F,29.0,489538.0,5.9
492,2006,Pneumonitis due to solids and liquids (J69),GR113-088,Sacramento,6067.0,White,2106-3,Male,M,32.0,473849.0,6.8
493,2006,Pneumonitis due to solids and liquids (J69),GR113-088,San Bernardino,6071.0,White,2106-3,Female,F,18.0,793322.0,Unreliable
494,2006,Pneumonitis due to solids and liquids (J69),GR113-088,San Bernardino,6071.0,White,2106-3,Male,M,11.0,798894.0,Unreliable
495,2006,Pneumonitis due to solids and liquids (J69),GR113-088,San Diego,6073.0,White,2106-3,Female,F,42.0,1174569.0,3.6
496,2006,Pneumonitis due to solids and liquids (J69),GR113-088,San Diego,6073.0,White,2106-3,Male,M,61.0,1195313.0,5.1
499,2006,Pneumonitis due to solids and liquids (J69),GR113-088,Santa Barbara,6083.0,White,2106-3,Male,M,11.0,182809.0,Unreliable
505,2006,Pneumonitis due to solids and liquids (J69),GR113-088,Ventura,6111.0,White,2106-3,Female,F,16.0,352535.0,Unreliable
506,2006,Pneumonitis due to solids and liquids (J69),GR113-088,Ventura,6111.0,White,2106-3,Male,M,17.0,351571.0,Unreliable
507,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,White,2106-3,Female,F,29.0,410372.0,7.1
508,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Alameda,6001.0,White,2106-3,Male,M,36.0,411279.0,8.8
511,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Contra Costa,6013.0,White,2106-3,Female,F,34.0,370516.0,9.2
512,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Contra Costa,6013.0,White,2106-3,Male,M,27.0,361925.0,7.5
514,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Fresno,6019.0,White,2106-3,Female,F,26.0,355993.0,7.3
515,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Fresno,6019.0,White,2106-3,Male,M,26.0,356912.0,7.3
516,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Female,F,21.0,326194.0,6.4
517,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Kern,6029.0,White,2106-3,Male,M,34.0,346831.0,9.8
518,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,30.0,745149.0,4
519,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,17.0,669290.0,Unreliable
520,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Female,F,20.0,523263.0,3.8
521,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,Black or African American,2054-5,Male,M,15.0,462314.0,Unreliable
522,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,White,2106-3,Female,F,176.0,3596452.0,4.9
523,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Los Angeles,6037.0,White,2106-3,Male,M,182.0,3599903.0,5.1
525,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,White,2106-3,Female,F,77.0,1160873.0,6.6
526,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Orange,6059.0,White,2106-3,Male,M,71.0,1150444.0,6.2
527,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Riverside,6065.0,White,2106-3,Female,F,40.0,847672.0,4.7
528,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Riverside,6065.0,White,2106-3,Male,M,65.0,850224.0,7.6
529,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Sacramento,6067.0,White,2106-3,Female,F,45.0,489538.0,9.2
530,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Sacramento,6067.0,White,2106-3,Male,M,44.0,473849.0,9.3
531,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Bernardino,6071.0,White,2106-3,Female,F,50.0,793322.0,6.3
532,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Bernardino,6071.0,White,2106-3,Male,M,50.0,798894.0,6.3
533,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,White,2106-3,Female,F,75.0,1174569.0,6.4
534,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Diego,6073.0,White,2106-3,Male,M,89.0,1195313.0,7.4
535,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,White,2106-3,Female,F,11.0,204034.0,Unreliable
536,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,San Francisco,6075.0,White,2106-3,Male,M,12.0,229277.0,Unreliable
542,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Barbara,6083.0,White,2106-3,Female,F,12.0,181527.0,Unreliable
543,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Barbara,6083.0,White,2106-3,Male,M,12.0,182809.0,Unreliable
544,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,Asian or Pacific Islander,A-PI,Male,M,12.0,269919.0,Unreliable
545,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,White,2106-3,Female,F,35.0,525001.0,6.7
546,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Santa Clara,6085.0,White,2106-3,Male,M,40.0,541122.0,7.4
551,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Ventura,6111.0,White,2106-3,Female,F,33.0,352535.0,9.4
552,2006,"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)",GR113-089,Ventura,6111.0,White,2106-3,Male,M,25.0,351571.0,7.1
553,2007,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Asian or Pacific Islander,A-PI,Female,F,18.0,209933.0,Unreliable
554,2007,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Asian or Pacific Islander,A-PI,Male,M,16.0,194546.0,Unreliable
555,2007,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Black or African American,2054-5,Female,F,13.0,112100.0,Unreliable
556,2007,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,Black or African American,2054-5,Male,M,14.0,98521.0,Unreliable
557,2007,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,White,2106-3,Female,F,96.0,410128.0,23.4
558,2007,Influenza and pneumonia (J09-J18),GR113-076,Alameda,6001.0,White,2106-3,Male,M,71.0,411723.0,17.2
561,2007,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,Asian or Pacific Islander,A-PI,Male,M,11.0,74826.0,Unreliable
562,2007,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,Black or African American,2054-5,Female,F,11.0,56540.0,Unreliable
563,2007,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,White,2106-3,Female,F,79.0,371206.0,21.3
564,2007,Influenza and pneumonia (J09-J18),GR113-076,Contra Costa,6013.0,White,2106-3,Male,M,57.0,362550.0,15.7
566,2007,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,Asian or Pacific Islander,A-PI,Female,F,13.0,47356.0,Unreliable
567,2007,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,White,2106-3,Female,F,76.0,359295.0,21.2
568,2007,Influenza and pneumonia (J09-J18),GR113-076,Fresno,6019.0,White,2106-3,Male,M,65.0,360280.0,18
569,2007,Influenza and pneumonia (J09-J18),GR113-076,Humboldt,6023.0,White,2106-3,Female,F,12.0,58559.0,Unreliable
570,2007,Influenza and pneumonia (J09-J18),GR113-076,Kern,6029.0,White,2106-3,Female,F,83.0,332842.0,24.9
571,2007,Influenza and pneumonia (J09-J18),GR113-076,Kern,6029.0,White,2106-3,Male,M,39.0,354222.0,11
574,2007,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Female,F,151.0,756010.0,20
575,2007,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Asian or Pacific Islander,A-PI,Male,M,156.0,677259.0,23
576,2007,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Black or African American,2054-5,Female,F,129.0,516792.0,25
577,2007,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,Black or African American,2054-5,Male,M,135.0,457415.0,29.5
578,2007,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,White,2106-3,Female,F,884.0,3570696.0,24.8
579,2007,Influenza and pneumonia (J09-J18),GR113-076,Los Angeles,6037.0,White,2106-3,Male,M,725.0,3574703.0,20.3
590,2007,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,Asian or Pacific Islander,A-PI,Female,F,27.0,279464.0,9.7
591,2007,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,Asian or Pacific Islander,A-PI,Male,M,28.0,258094.0,10.8
592,2007,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,White,2106-3,Female,F,266.0,1152516.0,23.1
593,2007,Influenza and pneumonia (J09-J18),GR113-076,Orange,6059.0,White,2106-3,Male,M,207.0,1142782.0,18.1
596,2007,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,Black or African American,2054-5,Male,M,11.0,76968.0,Unreliable
597,2007,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,White,2106-3,Female,F,119.0,869330.0,13.7
598,2007,Influenza and pneumonia (J09-J18),GR113-076,Riverside,6065.0,White,2106-3,Male,M,121.0,871536.0,13.9
599,2007,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Female,F,13.0,116490.0,Unreliable
600,2007,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Asian or Pacific Islander,A-PI,Male,M,18.0,108847.0,Unreliable
601,2007,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,Black or African American,2054-5,Female,F,11.0,85387.0,Unreliable
602,2007,Influenza and pneumonia (J09-J18),GR113-076,Sacramento,6067.0,White,2106-3,Female,F,107.0,489489.0,21.9
